Judul Ads,Grade Score - V3,Ad Spend,Impressions,3s View,50% View,Link Click,LP View,Conversions,Campaign Conversions,Revenue,Hook Quality,Content Quality,Clickability,LP Match Rate,RoAS CC,Ads Grade - V3,Hook Grade,Content Grade,Video Clickability Grade,LP Match Grade (REVISI),Offer Quality Grade,Reported V3
KOL User - Azzahra Nanda - Makan Diabetesi Tipe 1 - Metafiber,0%,"IDR 3,092.00",41,9,1,0,0,0,524,IDR 0.00,21.9512195122%,11.1111111111%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Roby Andika Dzikri - Diabetesi dan penyakit jantung - Metafiber,0%,"IDR 11,156.00",73,34,3,2,1,0,338,IDR 0.00,46.5753424658%,8.8235294118%,2.7397260274%,0%,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Tesalonika - Resep Soto Sehat Ramah Diabetes - Metafiber,0%,"IDR 1,906.00",31,8,4,0,0,0,524,IDR 0.00,25.8064516129%,50%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢🟢 Very Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Vincent & Lianny - 3 Pedoman Sarapan Diabetes - Multigrain,0%,IDR 386.00,12,4,0,0,0,0,156,IDR 0.00,33.3333333333%,0%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Erwin - Cara Turunkan Gula Darah - Metafiber,0%,"IDR 15,417.00",197,79,17,3,1,0,338,IDR 0.00,40.1015228426%,21.5189873418%,1.5228426396%,0%,0%,⬛️⬛️⬛️ F,🟢 Good,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Susan Boen - Biji-Bijian Terbaik untuk Diabetes - Multigrain,0%,"IDR 2,258.00",22,8,0,0,0,0,162,IDR 0.00,36.3636363636%,0%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Dinda Ayu - Metafiber untuk Ibu -  Metafiber,0%,IDR 272.00,9,6,1,0,0,0,524,IDR 0.00,66.6666666667%,16.6666666667%,0%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Ide Bekal - Bekal untuk Suami - Metafiber,0%,"IDR 6,820.00",43,16,4,1,0,0,524,IDR 0.00,37.2093023256%,25%,2.3255813953%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Arum Maulidia - Si Kecil yang Bermanfaat Besar - Multigrain,0%,IDR 266.00,10,1,0,0,0,0,156,IDR 0.00,10%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Kamil - Sarapan yang berbahaya untuk Penderita Diabetes - Multigrain,0%,IDR 582.00,8,2,0,0,0,0,156,IDR 0.00,25%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Melliana Eka - Kontrol Gula Darahmu - Metafiber,0%,"IDR 2,951.00",53,23,0,1,0,0,338,IDR 0.00,43.3962264151%,0%,1.8867924528%,,0%,⬛️⬛️⬛️ F,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Elis Apoteker - Sarapan yang meningkatkan gula darah - Multigrain,0%,IDR 684.00,4,1,0,0,0,0,156,IDR 0.00,25%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Adele Adeline - Resep Nasi Bali cocok untuk Diabetesi - Metafiber,0%,"IDR 9,183.00",72,38,3,1,1,0,524,IDR 0.00,52.7777777778%,7.8947368421%,1.3888888889%,0%,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - BohaybyJulia - Kamu Diabetes? Lakukan tiga gerakan ini! - Metafiber,0%,"IDR 12,973.00",241,91,10,3,1,0,338,IDR 0.00,37.7593360996%,10.989010989%,1.244813278%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Bodyfit bagus - Makanan aman untuk diabetesi - Metafiber,0%,"IDR 14,031.00",235,92,19,8,5,0,338,IDR 0.00,39.1489361702%,20.652173913%,3.4042553191%,0%,0%,⬛️⬛️⬛️ F,🟢 Good,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - FitbyMilla - Lakukan gerakan ini untuk bebas dari Diabetes! - Metafiber,0%,"IDR 9,900.00",141,47,2,2,1,0,338,IDR 0.00,33.3333333333%,4.2553191489%,1.4184397163%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Sinta Apriliana - 3 Tips turunkan gula darah tanpa obat - Metafiber,0%,"IDR 3,006.00",79,28,2,3,0,0,338,IDR 0.00,35.4430379747%,7.1428571429%,3.7974683544%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Elis - Kenapa Gula Darah Diabetesi Selalu Melonjak Naik? - Metafiber,0%,"IDR 3,006.00",79,28,2,3,0,0,338,IDR 0.00,35.4430379747%,7.1428571429%,3.7974683544%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Riska Afientra - Makanan Yang Aman Untuk Pejuang Diabetes - Metafiber,0%,"IDR 1,756.00",18,7,1,2,1,0,524,IDR 0.00,38.8888888889%,14.2857142857%,11.1111111111%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Yulianisa - What I eat in a day versi makan sehat - Metafiber,0%,"IDR 25,662.00",157,48,2,1,0,0,524,IDR 0.00,30.5732484076%,4.1666666667%,0.6369426752%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Ryan Wibowo - Solusi Bebas Lonjakan Gula Darah Tinggi Setelah Makan - Metafiber,0%,"IDR 22,721.00",125,41,4,1,1,0,524,IDR 0.00,32.8%,9.756097561%,0.8%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Meika Mergian - Metafiber untuk Ibu Kos - Metafiber,0%,"IDR 5,908.00",93,55,6,1,0,0,524,IDR 0.00,59.1397849462%,10.9090909091%,1.0752688172%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Owen Manuel Chay - Curhat isi hati popo selama ini - Metafiber,0%,IDR 455.00,4,4,0,0,0,0,524,IDR 0.00,100%,0%,0%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Yolanda Triana Putri - 4 Cara Alami Kontrol Gula Darah Setelah Makan - Metafiber,0%,"IDR 3,804.00",74,21,3,0,0,0,338,IDR 0.00,28.3783783784%,14.2857142857%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL User - Ariyanti Wijaya - Emang Boleh Makan Enak Terus? - Metafiber,0%,"IDR 2,559.00",55,25,4,1,0,0,524,IDR 0.00,45.4545454545%,16%,1.8181818182%,,0%,⬛️⬛️⬛️ F,🟢 Good,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Albertus Boyke - Indonesia Negara Penderita Diabetes - Metafiber,0%,"IDR 3,026.00",47,22,1,0,0,0,338,IDR 0.00,46.8085106383%,4.5454545455%,0%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Titiek Sandhora - Gula Darah Segini?! - Multigrain,0%,IDR 485.00,13,3,1,0,0,0,162,IDR 0.00,23.0769230769%,33.3333333333%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢 Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Lydia Kandou & Naysila Mirdad - Stabilkan Gula Darah - Metafiber,0%,"IDR 4,193.00",104,28,8,1,0,0,524,IDR 0.00,26.9230769231%,28.5714285714%,0.9615384615%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Lydia Kandou & Naysila Mirdad - Cegah Gula Darah Naik - Metafiber,0%,"IDR 1,434.00",31,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Lydia Kandou - Bebas Hipertensi & Resiko Jantung - 3Peptide,0%,"IDR 3,131.00",79,0,0,3,0,0,206,IDR 0.00,0%,,3.7974683544%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Vina Panduwinata - Pengalaman Kerabat Kena Diabates - Metafiber,0%,"IDR 3,758.00",47,17,2,0,0,0,524,IDR 0.00,36.170212766%,11.7647058824%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
"Pufi - Vina Panduwinata - Makan Ngga, Mama Ina - Metafiber",0%,"IDR 4,176.00",30,9,1,0,0,0,338,IDR 0.00,30%,11.1111111111%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Vina Panduwinata - Break Shooting - Metafiber,0%,"IDR 1,926.00",26,13,3,1,0,0,524,IDR 0.00,50%,23.0769230769%,3.8461538462%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Vina Panduwinata - Mama Ina Mengingatkan Diabetesi - Metafiber,0%,"IDR 1,803.00",23,9,0,0,0,0,338,IDR 0.00,39.1304347826%,0%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Vina Panduwinata - Mama Ina Beri Harapan Diabetesi - Metafiber,0%,IDR 736.00,18,4,1,0,0,0,338,IDR 0.00,22.2222222222%,25%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Diah Permatasari - No.1 Solusi Alami Diabetes - Metafiber,0%,"IDR 3,239.00",84,0,0,1,0,0,524,IDR 0.00,0%,,1.1904761905%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Diah Permatasari - No.1 Solusi Alami Diabetes - Multigrain,0%,"IDR 3,675.00",51,0,0,0,0,0,162,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Krisna Mukti - Solusi Alami Atasi Gula Darah Tinggi - Metafiber,0%,IDR 11.00,2,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Krisna Mukti - Solusi Alami Atasi Gula Darah Tinggi - Multigrain,0%,"IDR 12,416.00",110,0,0,2,1,0,162,IDR 0.00,0%,,1.8181818182%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Indy Barends - Paling Takut Dengar Berita Diabetes - Metafiber,0%,IDR 37.00,1,1,0,0,0,0,524,IDR 0.00,100%,0%,0%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Dewi Yull - Penyakit Diabetes Paling Berbahaya - Metafiber,0%,"IDR 1,333.00",40,7,0,1,0,0,524,IDR 0.00,17.5%,0%,2.5%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
PUFI - Minati Atmanegara Rahasia Sehat di Masa Tua - Metafiber,0%,"IDR 3,038.00",29,7,1,1,0,0,524,IDR 0.00,24.1379310345%,14.2857142857%,3.4482758621%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴 Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Kompilasi - Pufi - Artis Legendaris Percayakan mGanik (Carousel) - Metafiber,0%,"IDR 1,432.00",31,0,0,0,0,0,451,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Penderita Hipertensi Tidak Menyadari - 3Peptide,0%,"IDR 20,577.00",267,0,0,8,4,0,313,IDR 0.00,0%,,2.9962546816%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - 9 dari 10 Hipertensi Faktor Keturunan - 3Peptide,0%,"IDR 2,329.00",88,0,0,2,1,0,313,IDR 0.00,0%,,2.2727272727%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Apa Akibat Tekanan Darah Tinggi? - 3Peptide,0%,"IDR 7,139.00",198,0,0,15,5,0,313,IDR 0.00,0%,,7.5757575758%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Hipertensi Banyak Pantangannya? - 3Peptide,0%,"IDR 35,404.00",958,0,0,46,29,0,313,IDR 0.00,0%,,4.8016701461%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Hati-Hati Ada Garam Tersembunyi - 3Peptide,0%,"IDR 2,343.00",67,0,0,5,3,0,313,IDR 0.00,0%,,7.4626865672%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Gula Darah Tetap Tinggi Walaupun Porsi Makan Dikurangi? - Metafiber,0%,"IDR 1,263.00",16,10,9,1,1,0,338,IDR 0.00,62.5%,90%,6.25%,0%,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Begini Cara Turunkan GDP Hingga <100 mg/dL - Multigrain,0%,IDR 715.00,57,0,0,0,0,0,156,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Ini yang Terjadi Jika Diabetesi Melewatkan Sarapan - Multigrain,0%,"IDR 6,758.00",120,0,0,5,3,0,156,IDR 0.00,0%,,4.1666666667%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Hipertensi Yang Dibiarikan Beresiko Komplikasi - 3Peptide,0%,IDR 295.00,14,0,0,0,0,0,313,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Hipertensi Jangan Dibiarkan Karena Akan Komplikasi - 3Peptide,0%,"IDR 3,082.00",80,0,0,0,0,0,313,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Apa Penyebab Penurunan BB Drastis? - Multigrain,0%,IDR 843.00,27,0,0,3,3,0,156,IDR 0.00,0%,,11.1111111111%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Alami Hipertensi? Waspada Resiko Berbahaya Ini - 3Peptide,0%,"IDR 9,556.00",188,0,0,2,0,0,313,IDR 0.00,0%,,1.0638297872%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Merriam Bellina - Saya Minum mGanik - Multigrain,0%,"IDR 3,082.00",102,0,0,1,0,0,162,IDR 0.00,0%,,0.9803921569%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Lydia Kandou - Selamat Tinggal Hipertensi - 3Peptide,0%,"IDR 2,933.00",85,0,0,0,0,0,206,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Lydia Kandou - Hipertensi Terkendali - 3Peptide,0%,"IDR 10,498.00",90,0,0,0,0,0,206,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Lydia Kandou - Berkat Metafiber Bisa Makan Enak - Metafiber,0%,IDR 231.00,9,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Lydia Kandou - Ingat Makan Pasti Selalu Ingat - Metafiber,0%,IDR 995.00,31,0,0,1,1,0,524,IDR 0.00,0%,,3.2258064516%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Ira Wibowo - Pegang Metafiber - Metafiber,0%,IDR 10.00,1,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Neuron - Mengapa Orang Bisa Kena Diabetes & Gula Darahnya Susah Turun? (Animasi) - Multigrain,0%,"IDR 2,080.00",49,4,0,0,0,0,156,IDR 0.00,8.1632653061%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
KOL Expert - Neuron - Mengapa Bisa Terjadi Resistensi Insulin Pada Penderita Diabetes? (Animasi) - Multigrain,0%,IDR 302.00,6,3,1,0,0,0,156,IDR 0.00,50%,33.3333333333%,0%,,0%,⬛️⬛️⬛️ F,🟢🟢 Very Good,🟢 Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - Lakukan hal ini untuk mengatasi hipertensi - 3Peptide,0%,"IDR 7,566.00",129,26,11,2,1,0,313,IDR 0.00,20.1550387597%,42.3076923077%,1.5503875969%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - 1 dari 3 Orang Terdiagnosa Hipertensi - 3Peptide,0%,"IDR 2,269.00",97,0,0,1,1,0,313,IDR 0.00,0%,,1.0309278351%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - Pentingnya Cek Gula Darah - Multigrain,0%,IDR 320.00,8,2,0,0,0,0,156,IDR 0.00,25%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Debby Sahertian - Udah Terbukti Bagus Buat Kontrol Hipertensi - 3Peptide,0%,"IDR 6,444.00",96,25,16,2,1,0,206,IDR 0.00,26.0416666667%,64%,2.0833333333%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢🟢 Very Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - Webinar Pola Makan Turun Stabilkan Gula Darah - Multigrain,0%,IDR 309.00,17,4,0,1,1,0,156,IDR 0.00,23.5294117647%,0%,5.8823529412%,0%,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Kompilasi - Pufi - Percayakan 3Peptide Atasi Hipertensi- 3Peptide,0%,"IDR 38,487.00",183,52,23,2,1,0,352,IDR 0.00,28.4153005464%,44.2307692308%,1.0928961749%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - Webinar Pola Makan Turun Stabilkan Gula Darah w/ Testi - Multigrain,0%,IDR 321.00,18,5,0,0,0,0,156,IDR 0.00,27.7777777778%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - Rutin Cek Gula Darah Lebih Dekat Dalam Mengatasi Diabetes - Multigrain,0%,IDR 889.00,45,3,0,0,0,0,156,IDR 0.00,6.6666666667%,0%,0%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Debby Sahertian - Diabetesi Wajib Minum mGanik Metafiber - Metafiber,0%,IDR 323.00,5,1,1,0,0,0,524,IDR 0.00,20%,100%,0%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🟢🟢 Very Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - 3 Kesalahan Diabetesi Waktu Tahu Gula Darah Tinggi - Multigrain,0%,IDR 977.00,50,8,0,1,1,0,156,IDR 0.00,16%,0%,2%,0%,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Pufi - Dewi Yull - Mau Makan Enak dengan Tenang? - Metafiber,0%,IDR 591.00,3,0,0,0,0,0,524,IDR 0.00,0%,,0%,,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - 1 Dari 2 Orang Pengidap Tidak Sadar Diabetes - Multigrain,0%,IDR 453.00,16,7,0,0,0,0,156,IDR 0.00,43.75%,0%,0%,,0%,⬛️⬛️⬛️ F,🟢 Good,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - Kenapa Orang Diabetes Harus Cek Gula Darah Terus - Multigrain,0%,"IDR 2,583.00",135,13,1,0,0,0,156,IDR 0.00,9.6296296296%,7.6923076923%,0%,,0%,⬛️⬛️⬛️ F,🔴🔴 Very Bad,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Apa bisa hipertensi turun sampai angka normal? - 3Peptide,0%,"IDR 7,649.00",115,40,10,2,1,0,313,IDR 0.00,34.7826086957%,25%,1.7391304348%,0%,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟡 Neutral,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - Turunkan Gula Darah Terus Gagal - Metafiber,0%,IDR 522.00,13,3,1,1,0,0,338,IDR 0.00,23.0769230769%,33.3333333333%,7.6923076923%,,0%,⬛️⬛️⬛️ F,🔴 Bad,🟢 Good,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - Apa perbedaan Cek GD dan HbA1c - Metafiber,0%,"IDR 1,610.00",20,9,2,1,1,0,338,IDR 0.00,45%,22.2222222222%,5%,0%,0%,⬛️⬛️⬛️ F,🟢 Good,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
Talent - Jessica - Apa perbedaan Cek GD dan HbA1c - Multigrain,0%,IDR 739.00,17,6,1,0,0,0,156,IDR 0.00,35.2941176471%,16.6666666667%,0%,,0%,⬛️⬛️⬛️ F,🟡 Neutral,🟡 Neutral,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
No Talent - Bahaya Tidak Sarapan - Multigrain,0%,"IDR 5,337.00",81,0,0,2,2,0,156,IDR 0.00,0%,,2.4691358025%,0%,0%,⬛️⬛️⬛️ F,⬜ No Data,🔴🔴 Very Bad,⬜ Insufficient Data,⬜ Insufficient Data,⬜ Insufficient Data,Reported
